"semantic_roles__action__text","semantic_roles__action__verb__text","semantic_roles__action__verb__tense","semantic_roles__action__normalized","semantic_roles__sentence","semantic_roles__object__text","semantic_roles__subject__text","sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__disambiguation__subtype__-","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","","","","","","","","","","","","","","0.724416","spouseOf","my","7262","7264","Fiona","","Person","are your not a record out or by like they didn out HESITATION we know you can t afford it it at the line if they are right yeah party I got the call you leann I m really lucky apply I don t know all that shit partner with around them and okay you couldn t really okay we call if you are we want to keep your yeah targeting a proper part up there or not please call my wife call it whatever could I could I got my car eclectic look it isnt throughout the', '","0.360827","Schirmer chimney","0.283276","0.134433","0.3612","0.143172","0.059313","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","wife","7265","7269","Sharon","","Person","","0.360795","open my door","0.413424","0.063462","0.271906","0.417228","0.087502","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.830008","ownerOf","my","7307","7309","Fiona","","Person","are your not a record out or by like they didn out HESITATION we know you can t afford it it at the line if they are right yeah party I got the call you leann I m really lucky apply I don t know all that shit partner with around them and okay you couldn t really okay we call if you are we want to keep your yeah targeting a proper part up there or not please call my wife call it whatever could I could I got my car eclectic look it isnt throughout the', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","7310","7313","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.840692","ownerOf","my","10105","10107","Fiona","","Person","are your not a record out or by like they didn out HESITATION we know you can t afford it it at the line if they are right yeah party I got the call you leann I m really lucky apply I don t know all that shit partner with around them and okay you couldn t really okay we call if you are we want to keep your yeah targeting a proper part up there or not please call my wife call it whatever could I could I got my car eclectic look it isnt throughout the', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","10108","10111","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.827323","ownerOf","my","10149","10151","Fiona","","Person","are your not a record out or by like they didn out HESITATION we know you can t afford it it at the line if they are right yeah party I got the call you leann I m really lucky apply I don t know all that shit partner with around them and okay you couldn t really okay we call if you are we want to keep your yeah targeting a proper part up there or not please call my wife call it whatever could I could I got my car eclectic look it isnt throughout the', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","10152","10155","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.79049","ownerOf","my","10299","10301","Fiona","","Person","are your not a record out or by like they didn out HESITATION we know you can t afford it it at the line if they are right yeah party I got the call you leann I m really lucky apply I don t know all that shit partner with around them and okay you couldn t really okay we call if you are we want to keep your yeah targeting a proper part up there or not please call my wife call it whatever could I could I got my car eclectic look it isnt throughout the', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","10302","10305","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.855579","agentOf","United States Illuminati","7470","7494","United States Illuminati","","Organization","Takayama online yeah it was a Monday but battle against Richard eight that that number zero nine three one with the United States Illuminati order Alan at right now current currently dot inside okay airplane bigger unit on pot out of the not a field museum of art downtown is a world apart I would but here and try to complete an operation it went really wrong and that I ve got to get out of it and that I think a lot of help out a and that contact marketeer years and I think the rescue squad because we get me out immediately and tell where you are and the museum but Knoxville museum of art how kind',","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","order","7495","7500","order","","EventLegal","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.795671","affectedBy","Alan","7501","7505","Alan","","Person","Takayama online yeah it was a Monday but battle against Richard eight that that number zero nine three one with the United States Illuminati order Alan at right now current currently dot inside okay airplane bigger unit on pot out of the not a field museum of art downtown is a world apart I would but here and try to complete an operation it went really wrong and that I ve got to get out of it and that I think a lot of help out a and that contact marketeer years and I think the rescue squad because we get me out immediately and tell where you are and the museum but Knoxville museum of art how kind',","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","order","7495","7500","order","","EventLegal","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.525363","locatedAt","Alan","7501","7505","Alan","","Person","Takayama online yeah it was a Monday but battle against Richard eight that that number zero nine three one with the United States Illuminati order Alan at right now current currently dot inside okay airplane bigger unit on pot out of the not a field museum of art downtown is a world apart I would but here and try to complete an operation it went really wrong and that I ve got to get out of it and that I think a lot of help out a and that contact marketeer years and I think the rescue squad because we get me out immediately and tell where you are and the museum but Knoxville museum of art how kind',","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","airplane","7553","7561","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.506545","employedBy","you","8261","8264","farmers","","Person","'starting date Saturday February zero seven two thousand nine at twelve hours zero minutes and forty four seconds AM from port no no no no no no no no no no no yeah I know what yeah I can barely hear it what yeah Burger King not point beach Boulevard and whatnot caller on the line there yeah getting you out of the Medicare and what it really robot what what what NMEA out I don t I don t I bet that might well not there NPA former here to let them know that when I get out I mean their window I kept at it I want the that that putting on that plane well you know I don t I would often enough that I can why you didn t do that to me before now are you a lot more', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","Medicare","8276","8284","Medicare","Government","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.593893","populationOf","one","912","915","one","","Cardinal","but one that carpet put it was determined that it is imperative twenty HESITATION childhood then left on my doorstep I can it s not HESITATION you know all yeah nbatickets paper it s a baby yeah did you find him I just went out to test the temperature outside Detroit one and and that was it with the trial NMO the please take good care of the child', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","Detroit","904","911","Detroit","","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.457662","locatedAt","you","8516","8519","farmers","","Person","'starting date Saturday February zero seven two thousand nine at twelve hours zero minutes and forty four seconds AM from port no no no no no no no no no no no yeah I know what yeah I can barely hear it what yeah Burger King not point beach Boulevard and whatnot caller on the line there yeah getting you out of the Medicare and what it really robot what what what NMEA out I don t I don t I bet that might well not there NPA former here to let them know that when I get out I mean their window I kept at it I want the that that putting on that plane well you know I don t I would often enough that I can why you didn t do that to me before now are you a lot more', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","plane","8505","8510","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.617059","locatedAt","you","10162","10165","farmers","","Person","'starting date Saturday February zero seven two thousand nine at twelve hours zero minutes and forty four seconds AM from port no no no no no no no no no no no yeah I know what yeah I can barely hear it what yeah Burger King not point beach Boulevard and whatnot caller on the line there yeah getting you out of the Medicare and what it really robot what what what NMEA out I don t I don t I bet that might well not there NPA former here to let them know that when I get out I mean their window I kept at it I want the that that putting on that plane well you know I don t I would often enough that I can why you didn t do that to me before now are you a lot more', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","10152","10155","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.715872","locatedAt","you","10247","10250","farmers","","Person","'starting date Saturday February zero seven two thousand nine at twelve hours zero minutes and forty four seconds AM from port no no no no no no no no no no no yeah I know what yeah I can barely hear it what yeah Burger King not point beach Boulevard and whatnot caller on the line there yeah getting you out of the Medicare and what it really robot what what what NMEA out I don t I don t I bet that might well not there NPA former here to let them know that when I get out I mean their window I kept at it I want the that that putting on that plane well you know I don t I would often enough that I can why you didn t do that to me before now are you a lot more', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","10265","10268","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.797183","locatedAt","street","8688","8694","street","","Facility","thanks artist Krystal Hutton hope it wasn t here on the main street in Colorado springs Colorado okay do you know what made you know which states against and that Sharon that advocate address Sir cigarettes met like that for me main street main street I m not sure that that isn t like that address that is in the address and it was the nearest intersection inviting we want the damn phone number according to that to me seven one nine three nine three case researcher seven eight but Hey it had a home phone it is a case here and what s going on there now listen here I got two people here held hostage right okay now you know what happens to people that are held hostage but no I got the movie had nothing I can understand that okay and now one of the beers name is","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","here","8671","8675","Fairfield Connecticut","","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.975371","locatedAt","street","8688","8694","street","","Facility","thanks artist Krystal Hutton hope it wasn t here on the main street in Colorado springs Colorado okay do you know what made you know which states against and that Sharon that advocate address Sir cigarettes met like that for me main street main street I m not sure that that isn t like that address that is in the address and it was the nearest intersection inviting we want the damn phone number according to that to me seven one nine three nine three case researcher seven eight but Hey it had a home phone it is a case here and what s going on there now listen here I got two people here held hostage right okay now you know what happens to people that are held hostage but no I got the movie had nothing I can understand that okay and now one of the beers name is","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","Colorado springs Colorado","8698","8723","Colorado springs Colorado","","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.690531","affectedBy","researcher","9085","9095","Sharon","","Person","thanks artist Krystal Hutton hope it wasn t here on the main street in Colorado springs Colorado okay do you know what made you know which states against and that Sharon that advocate address Sir cigarettes met like that for me main street main street I m not sure that that isn t like that address that is in the address and it was the nearest intersection inviting we want the damn phone number according to that to me seven one nine three nine three case researcher seven eight but Hey it had a home phone it is a case here and what s going on there now listen here I got two people here held hostage right okay now you know what happens to people that are held hostage but no I got the movie had nothing I can understand that okay and now one of the beers name is","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","case","9080","9084","case","","EventLegal","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.31501","residesIn","people","9206","9212","people","","Person","thanks artist Krystal Hutton hope it wasn t here on the main street in Colorado springs Colorado okay do you know what made you know which states against and that Sharon that advocate address Sir cigarettes met like that for me main street main street I m not sure that that isn t like that address that is in the address and it was the nearest intersection inviting we want the damn phone number according to that to me seven one nine three nine three case researcher seven eight but Hey it had a home phone it is a case here and what s going on there now listen here I got two people here held hostage right okay now you know what happens to people that are held hostage but no I got the movie had nothing I can understand that okay and now one of the beers name is","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","here","9213","9217","Fairfield Connecticut","","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.785145","parentOf","father","9412","9418","father","","Person","Danielle and her father and the reason why I m doing that because', 'now one might imagine thank get involved in nine one one where Schirmer chimney I don t I m not here right now you know a lot of heat in the car is there a way that someone come again Arafat correctional services are available in town to do that me and police in fact not why make Russell stars I mean you ll have to pay to have it done I ll cry umber closest ears sooner master and the number is nine eight seven I HESITATION I thank you now one one where your monthly it s not an emergency', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","her","9408","9411","Danielle","","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.612815","locatedAt","you","9575","9578","stars","","Person","Danielle and her father and the reason why I m doing that because', 'now one might imagine thank get involved in nine one one where Schirmer chimney I don t I m not here right now you know a lot of heat in the car is there a way that someone come again Arafat correctional services are available in town to do that me and police in fact not why make Russell stars I mean you ll have to pay to have it done I ll cry umber closest ears sooner master and the number is nine eight seven I HESITATION I thank you now one one where your monthly it s not an emergency', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","9605","9608","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.901898","locatedAt","guys","12458","12462","stars","","Person","Danielle and her father and the reason why I m doing that because', 'now one might imagine thank get involved in nine one one where Schirmer chimney I don t I m not here right now you know a lot of heat in the car is there a way that someone come again Arafat correctional services are available in town to do that me and police in fact not why make Russell stars I mean you ll have to pay to have it done I ll cry umber closest ears sooner master and the number is nine eight seven I HESITATION I thank you now one one where your monthly it s not an emergency', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","12480","12483","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.230872","managerOf","Russell","9745","9752","Russell","","Person","Danielle and her father and the reason why I m doing that because', 'now one might imagine thank get involved in nine one one where Schirmer chimney I don t I m not here right now you know a lot of heat in the car is there a way that someone come again Arafat correctional services are available in town to do that me and police in fact not why make Russell stars I mean you ll have to pay to have it done I ll cry umber closest ears sooner master and the number is nine eight seven I HESITATION I thank you now one one where your monthly it s not an emergency', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","stars","9753","9758","stars","","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.781287","ownerOf","your","10132","10136","farmers","","Person","level one would have in order hello yeah HESITATION what your quicken HESITATION nine one one do you need nine one one yet but well I m locked in my car got hit you like in your car yeah in my car where you HESITATION I didn t HESITATION HESITATION wouldn t be all fun Avondale how would you be looking at car what would happen if I got in my car and I turned on that let him catch I don t okay and you can t do it manually open your door no I can t open my door I am actually locked in here at my window their lawn and indeed you try the passenger door Reno on well I don t think yeah well my where people get hurt okay no problem how did you know that HESITATION a minimal one operator so let it happen lately","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","10137","10140","airplane","","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.604781","partOfMany","my","10454","10456","Fiona","","Person","level one would have in order hello yeah HESITATION what your quicken HESITATION nine one one do you need nine one one yet but well I m locked in my car got hit you like in your car yeah in my car where you HESITATION I didn t HESITATION HESITATION wouldn t be all fun Avondale how would you be looking at car what would happen if I got in my car and I turned on that let him catch I don t okay and you can t do it manually open your door no I can t open my door I am actually locked in here at my window their lawn and indeed you try the passenger door Reno on well I don t think yeah well my where people get hurt okay no problem how did you know that HESITATION a minimal one operator so let it happen lately","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","their","10464","10469","stars","","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.627458","parentOf","mom","1005","1008","mom","","Person","well my mom one day the police fire and ambulance probably where up the polite Bonneval com Delaware but gone on there I HESITATION pick pick pick the login for them by the way that they could have been a kick them again that s why Paul I wanna com like Babbitt if people in my lap it may help let me go because because everybody I admit but they have a and I thought that if you have another day if you participate in a memo that either slap happy popping no manager there right now purity book with the manager on the level that you talk about hit it hit with parliament are popping but you don t have all the mail I want I want you to like it apple can happen probably go that battle advocate pilotless planes and you think you can do that but what","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","my","1002","1004","Martin","","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.516794","partOfMany","Sarah","10741","10746","Nicole Miller","","Person","that get out of here okay thing', 'I m not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I R graveyard here that they get it they can go far broader from I already know I don t know about Dallas alright but I m just saying I totally get proceeds brothers very often although I don t see all of you my brother in law taught young of a sudden it hit me and I don t know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","brothers","10771","10779","brothers","","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.433807","ownerOf","R","10832","10833","R","","Organization","that get out of here okay thing', 'I m not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I R graveyard here that they get it they can go far broader from I already know I don t know about Dallas alright but I m just saying I totally get proceeds brothers very often although I don t see all of you my brother in law taught young of a sudden it hit me and I don t know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","graveyard","10834","10843","graveyard","","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.749463","locatedAt","graveyard","10834","10843","graveyard","","Facility","that get out of here okay thing', 'I m not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I R graveyard here that they get it they can go far broader from I already know I don t know about Dallas alright but I m just saying I totally get proceeds brothers very often although I don t see all of you my brother in law taught young of a sudden it hit me and I don t know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","here","10844","10848","Fairfield Connecticut","","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.354828","locatedAt","they","10854","10858","stars","","Person","that get out of here okay thing', 'I m not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I R graveyard here that they get it they can go far broader from I already know I don t know about Dallas alright but I m just saying I totally get proceeds brothers very often although I don t see all of you my brother in law taught young of a sudden it hit me and I don t know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","here","10844","10848","Fairfield Connecticut","","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.493244","employedBy","I","10910","10911","Fiona","","Person","that get out of here okay thing', 'I m not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I R graveyard here that they get it they can go far broader from I already know I don t know about Dallas alright but I m just saying I totally get proceeds brothers very often although I don t see all of you my brother in law taught young of a sudden it hit me and I don t know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","Dallas","10929","10935","Dallas","Sports","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.911458","agentOf","I","10948","10949","Fiona","","Person","that get out of here okay thing', 'I m not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I R graveyard here that they get it they can go far broader from I already know I don t know about Dallas alright but I m just saying I totally get proceeds brothers very often although I don t see all of you my brother in law taught young of a sudden it hit me and I don t know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","saying","10957","10963","saying","","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.397725","siblingOf","my","11039","11041","Fiona","","Person","that get out of here okay thing', 'I m not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I R graveyard here that they get it they can go far broader from I already know I don t know about Dallas alright but I m just saying I totally get proceeds brothers very often although I don t see all of you my brother in law taught young of a sudden it hit me and I don t know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","brother","11042","11049","Leon","","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.829782","agentOf","I","11471","11472","Fiona","","Person","Saturday may first two thousand ten the time nine thirty one PM not that I can think hello north American thing and emergency land I I don t I know you guys have more problems it s ridiculous thing that I m calling you about I don t ordered food which is totally Willie piculet he could get yeah like Donald for two dollars what I ordered it feel and I could hit it it can I apply my only complaint it is we d be quiet Jack peacock ignored port we don t want our money back you know locate it will occur yeah you out you know yeah so what okay but your moment', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","calling","11475","11482","calling","","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.919562","affectedBy","you","11483","11486","stars","","Person","Saturday may first two thousand ten the time nine thirty one PM not that I can think hello north American thing and emergency land I I don t I know you guys have more problems it s ridiculous thing that I m calling you about I don t ordered food which is totally Willie piculet he could get yeah like Donald for two dollars what I ordered it feel and I could hit it it can I apply my only complaint it is we d be quiet Jack peacock ignored port we don t want our money back you know locate it will occur yeah you out you know yeah so what okay but your moment', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","calling","11475","11482","calling","","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.454082","partOfMany","I","12155","12156","Fiona","","Person","I HESITATION how are you not reach Clackamas county nine one one do not hang up for help after the tone say help do not hang up to read about your crush one at any time corporate help after the I HESITATION hello yeah Leon o clock commitment Donald here on property late at night and I need to calm gentleman that are there I grew up in the women out live through window day that they got the wrong order I m a little concerned but I think the I believe that they want', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","women","12172","12177","women","","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.278556","affectedBy","mom","1005","1008","mom","","Person","well my mom one day the police fire and ambulance probably where up the polite Bonneval com Delaware but gone on there I HESITATION pick pick pick the login for them by the way that they could have been a kick them again that s why Paul I wanna com like Babbitt if people in my lap it may help let me go because because everybody I admit but they have a and I thought that if you have another day if you participate in a memo that either slap happy popping no manager there right now purity book with the manager on the level that you talk about hit it hit with parliament are popping but you don t have all the mail I want I want you to like it apple can happen probably go that battle advocate pilotless planes and you think you can do that but what","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","fire","1028","1032","fire","","NaturalDisaster","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.346042","affectedBy","I","12236","12237","Fiona","","Person","I HESITATION how are you not reach Clackamas county nine one one do not hang up for help after the tone say help do not hang up to read about your crush one at any time corporate help after the I HESITATION hello yeah Leon o clock commitment Donald here on property late at night and I need to calm gentleman that are there I grew up in the women out live through window day that they got the wrong order I m a little concerned but I think the I believe that they want', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","order","12230","12235","order","","EventLegal","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.888987","agentOf","cops","12563","12567","cops","","Person","they can now All I Want to address billion legacy currently mired down in the near term many you need not you will need would not want to come out yeah if guys are sitting in a car outside child great I would like a child architects got them leave because the cops have told me to call and I outside Moscow you know what you re thinking I don t care and I m not going to be injured all creatures great how I m not new year s right now I loaded']","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","told","12573","12577","told","","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.918577","affectedBy","me","12578","12580","Fiona","","Person","they can now All I Want to address billion legacy currently mired down in the near term many you need not you will need would not want to come out yeah if guys are sitting in a car outside child great I would like a child architects got them leave because the cops have told me to call and I outside Moscow you know what you re thinking I don t care and I m not going to be injured all creatures great how I m not new year s right now I loaded']","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","told","12573","12577","told","","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.627198","timeOf","one day","1009","1016","one day","","Date","well my mom one day the police fire and ambulance probably where up the polite Bonneval com Delaware but gone on there I HESITATION pick pick pick the login for them by the way that they could have been a kick them again that s why Paul I wanna com like Babbitt if people in my lap it may help let me go because because everybody I admit but they have a and I thought that if you have another day if you participate in a memo that either slap happy popping no manager there right now purity book with the manager on the level that you talk about hit it hit with parliament are popping but you don t have all the mail I want I want you to like it apple can happen probably go that battle advocate pilotless planes and you think you can do that but what","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","fire","1028","1032","fire","","NaturalDisaster","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.469139","affectedBy","police","1021","1027","police","Government","Organization","well my mom one day the police fire and ambulance probably where up the polite Bonneval com Delaware but gone on there I HESITATION pick pick pick the login for them by the way that they could have been a kick them again that s why Paul I wanna com like Babbitt if people in my lap it may help let me go because because everybody I admit but they have a and I thought that if you have another day if you participate in a memo that either slap happy popping no manager there right now purity book with the manager on the level that you talk about hit it hit with parliament are popping but you don t have all the mail I want I want you to like it apple can happen probably go that battle advocate pilotless planes and you think you can do that but what","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","fire","1028","1032","fire","","NaturalDisaster","","","","","","","","","","","","","","",""
