"sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__disambiguation__subtype__-","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","","","","","","","","","","our","33320","33323","our","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.655154","locatedAt","road","33756","33760","road","Facility","I ll carry it to the Gaza dated', 'I have now adorned with very good emergency once you come under more look on in shock luckily never five airport road you know because Georgia hokkoku did it Sir I don t know unknown gunman got a shotgun and then shot he could ve been shot upgrade allow American airline ago you come online I love okay what s your name Parkin moving in and you focused on the lower left right there goes the blueprint veteran and I hello and that he s got that many brokers the only problem with it I don t know which shall be in shock I m in shock liquid because someone', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","airport","33748","33755","airport","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.37495","agentOf","gunman","33826","33832","gunman","Person","I ll carry it to the Gaza dated', 'I have now adorned with very good emergency once you come under more look on in shock luckily never five airport road you know because Georgia hokkoku did it Sir I don t know unknown gunman got a shotgun and then shot he could ve been shot upgrade allow American airline ago you come online I love okay what s your name Parkin moving in and you focused on the lower left right there goes the blueprint veteran and I hello and that he s got that many brokers the only problem with it I don t know which shall be in shock I m in shock liquid because someone', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","shot","33856","33860","shot","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.505631","agentOf","he","33861","33863","he","Person","I ll carry it to the Gaza dated', 'I have now adorned with very good emergency once you come under more look on in shock luckily never five airport road you know because Georgia hokkoku did it Sir I don t know unknown gunman got a shotgun and then shot he could ve been shot upgrade allow American airline ago you come online I love okay what s your name Parkin moving in and you focused on the lower left right there goes the blueprint veteran and I hello and that he s got that many brokers the only problem with it I don t know which shall be in shock I m in shock liquid because someone', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","shot","33878","33882","shot","Crime","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.55924","partOfMany","you","34268","34271","you","Person","half of okay and I m among the data could emergency yes ma am are you on fighters shot my daughter so we re going through it we split almost that feeling when you see it here alerts you like well let me address the chat there forty five fifteen north west twenty five non spiritual everyone looked at you can get it done it yeah NTIA because I m gonna be out there all day and then when you get here off to Moscow and then we figure out what kind of gun it is although this time by the way here nouns only then this spring yeah here that s all we got all the cute', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","fighters","34275","34283","fighters","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.78191","parentOf","my","34289","34291","my","Person","half of okay and I m among the data could emergency yes ma am are you on fighters shot my daughter so we re going through it we split almost that feeling when you see it here alerts you like well let me address the chat there forty five fifteen north west twenty five non spiritual everyone looked at you can get it done it yeah NTIA because I m gonna be out there all day and then when you get here off to Moscow and then we figure out what kind of gun it is although this time by the way here nouns only then this spring yeah here that s all we got all the cute', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","daughter","34292","34300","daughter","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.629956","locatedAt","hilltop","4111","4118","hilltop","Facility","hazing that place HESITATION HESITATION are we I I have a very small unit ironed out on the trail and I just forget it somebody out you can be calling nine one one non have young girl here who was mauled by a bear images not pretty bad shape Tony paramedic okay a minute potentiated automatic particularly popped the medic alert not park in but yeah okay where are you guys broken out surplus leaflets actress would be to go to the hilltop in the area thing goes down what it called the gas line trail to where it needs Campbell creek it s very to achieve their closest to help out bill pot here yeah it is through the actual area cursor trail you can you can talk all on one second okay now that I ve got kind of where you are I need country through diplomatic okay anger","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","area","4126","4130","area","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.959642","agentOf","me","34402","34404","me","Person","half of okay and I m among the data could emergency yes ma am are you on fighters shot my daughter so we re going through it we split almost that feeling when you see it here alerts you like well let me address the chat there forty five fifteen north west twenty five non spiritual everyone looked at you can get it done it yeah NTIA because I m gonna be out there all day and then when you get here off to Moscow and then we figure out what kind of gun it is although this time by the way here nouns only then this spring yeah here that s all we got all the cute', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","address","34405","34412","address","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.546302","locatedAt","you","34589","34592","you","Person","half of okay and I m among the data could emergency yes ma am are you on fighters shot my daughter so we re going through it we split almost that feeling when you see it here alerts you like well let me address the chat there forty five fifteen north west twenty five non spiritual everyone looked at you can get it done it yeah NTIA because I m gonna be out there all day and then when you get here off to Moscow and then we figure out what kind of gun it is although this time by the way here nouns only then this spring yeah here that s all we got all the cute', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Moscow","34609","34615","Moscow","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.271515","locatedAt","my","34899","34901","my","Person","yeah America think yeah where they re part of the update don I live it tool one right wing quite cute little beach and HESITATION my neighborhood outdoor then we went down to it may help a lot that it is but brand got out there building ten forty two department never HESITATION building ten forty eight dot two or one pressure call we I know quite what the right now doing a carrot top Jimmy played never ever do you', 'it really you know you know keep thinking that thinking that you think they were they what right and I am happy that I was you know what go you know what you know what yeah', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","neighborhood","34902","34914","neighborhood","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.70819","partOfMany","HESITATION","35037","35047","HESITATION","Person","yeah America think yeah where they re part of the update don I live it tool one right wing quite cute little beach and HESITATION my neighborhood outdoor then we went down to it may help a lot that it is but brand got out there building ten forty two department never HESITATION building ten forty eight dot two or one pressure call we I know quite what the right now doing a carrot top Jimmy played never ever do you', 'it really you know you know keep thinking that thinking that you think they were they what right and I am happy that I was you know what go you know what you know what yeah', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","we","35102","35104","we","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.451989","participantIn","club","35479","35483","club","Organization","people she WNED screen we still have yeah I m still here which like go Robert Goddard but it didn t stop Olympic club where the weather they said that if people want me over', 'paramedical funny nine one one ceasefire medical it s somebody that has done that somebody got shot at yeah paint and powder mountain there I m intentionally imperfect using only got severely hurt some of our past so I think you know pumping they re shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I m here Piper but we can t keep track okay I m are you getting started I think you have to tell me what s going on or middle road yes it okay listed next using HESITATION pretty yeah don t let your eyes', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Olympic","35471","35478","Olympic","SportingEvent","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.288274","ownerOf","club","35479","35483","club","Organization","people she WNED screen we still have yeah I m still here which like go Robert Goddard but it didn t stop Olympic club where the weather they said that if people want me over', 'paramedical funny nine one one ceasefire medical it s somebody that has done that somebody got shot at yeah paint and powder mountain there I m intentionally imperfect using only got severely hurt some of our past so I think you know pumping they re shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I m here Piper but we can t keep track okay I m are you getting started I think you have to tell me what s going on or middle road yes it okay listed next using HESITATION pretty yeah don t let your eyes', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","where","35484","35489","where","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.685736","agentOf","club","35479","35483","club","Organization","people she WNED screen we still have yeah I m still here which like go Robert Goddard but it didn t stop Olympic club where the weather they said that if people want me over', 'paramedical funny nine one one ceasefire medical it s somebody that has done that somebody got shot at yeah paint and powder mountain there I m intentionally imperfect using only got severely hurt some of our past so I think you know pumping they re shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I m here Piper but we can t keep track okay I m are you getting started I think you have to tell me what s going on or middle road yes it okay listed next using HESITATION pretty yeah don t let your eyes', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","said","35507","35511","said","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.814596","agentOf","they","35502","35506","they","Person","people she WNED screen we still have yeah I m still here which like go Robert Goddard but it didn t stop Olympic club where the weather they said that if people want me over', 'paramedical funny nine one one ceasefire medical it s somebody that has done that somebody got shot at yeah paint and powder mountain there I m intentionally imperfect using only got severely hurt some of our past so I think you know pumping they re shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I m here Piper but we can t keep track okay I m are you getting started I think you have to tell me what s going on or middle road yes it okay listed next using HESITATION pretty yeah don t let your eyes', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","said","35507","35511","said","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.768579","agentOf","somebody","35625","35633","somebody","Person","people she WNED screen we still have yeah I m still here which like go Robert Goddard but it didn t stop Olympic club where the weather they said that if people want me over', 'paramedical funny nine one one ceasefire medical it s somebody that has done that somebody got shot at yeah paint and powder mountain there I m intentionally imperfect using only got severely hurt some of our past so I think you know pumping they re shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I m here Piper but we can t keep track okay I m are you getting started I think you have to tell me what s going on or middle road yes it okay listed next using HESITATION pretty yeah don t let your eyes', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","shot","35638","35642","shot","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.994678","agentOf","I","35840","35841","I","Person","people she WNED screen we still have yeah I m still here which like go Robert Goddard but it didn t stop Olympic club where the weather they said that if people want me over', 'paramedical funny nine one one ceasefire medical it s somebody that has done that somebody got shot at yeah paint and powder mountain there I m intentionally imperfect using only got severely hurt some of our past so I think you know pumping they re shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I m here Piper but we can t keep track okay I m are you getting started I think you have to tell me what s going on or middle road yes it okay listed next using HESITATION pretty yeah don t let your eyes', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","said","35842","35846","said","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.971971","agentOf","it","4152","4154","it","Organization","hazing that place HESITATION HESITATION are we I I have a very small unit ironed out on the trail and I just forget it somebody out you can be calling nine one one non have young girl here who was mauled by a bear images not pretty bad shape Tony paramedic okay a minute potentiated automatic particularly popped the medic alert not park in but yeah okay where are you guys broken out surplus leaflets actress would be to go to the hilltop in the area thing goes down what it called the gas line trail to where it needs Campbell creek it s very to achieve their closest to help out bill pot here yeah it is through the actual area cursor trail you can you can talk all on one second okay now that I ve got kind of where you are I need country through diplomatic okay anger","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","called","4155","4161","called","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.468274","affectedBy","him","35872","35875","him","Person","people she WNED screen we still have yeah I m still here which like go Robert Goddard but it didn t stop Olympic club where the weather they said that if people want me over', 'paramedical funny nine one one ceasefire medical it s somebody that has done that somebody got shot at yeah paint and powder mountain there I m intentionally imperfect using only got severely hurt some of our past so I think you know pumping they re shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I m here Piper but we can t keep track okay I m are you getting started I think you have to tell me what s going on or middle road yes it okay listed next using HESITATION pretty yeah don t let your eyes', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","hitting","35864","35871","hitting","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.81787","locatedAt","guys","36315","36319","guys","Person","calls started on Saturday January eighteenth twenty fourteen zero hours twenty two minutes fifty three seconds and I went on emergency yeah let go Broadway because the grown up on Khan okay Bronwyn point are you guys in the building somewhere on the sidewalk where bodies out I everybody out anybody have weapons do we know how to an unconscious got all day there was guys and girls getting okay let me get okay limits but the paramedics came undone don t hang up okay is hello I am I m gonna get paramedic then and I have more questions for you okay reading he just took a deep Oklahoma hi guys thirty when he was gonna be written into a fight with them broadly it undoubtedly sign there was a female that was unconscious they get several people were hitting her', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","building","36327","36335","building","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.378232","locatedAt","building","36327","36335","building","Facility","calls started on Saturday January eighteenth twenty fourteen zero hours twenty two minutes fifty three seconds and I went on emergency yeah let go Broadway because the grown up on Khan okay Bronwyn point are you guys in the building somewhere on the sidewalk where bodies out I everybody out anybody have weapons do we know how to an unconscious got all day there was guys and girls getting okay let me get okay limits but the paramedics came undone don t hang up okay is hello I am I m gonna get paramedic then and I have more questions for you okay reading he just took a deep Oklahoma hi guys thirty when he was gonna be written into a fight with them broadly it undoubtedly sign there was a female that was unconscious they get several people were hitting her', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","sidewalk","36353","36361","sidewalk","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.398174","locatedAt","sidewalk","36353","36361","sidewalk","Facility","calls started on Saturday January eighteenth twenty fourteen zero hours twenty two minutes fifty three seconds and I went on emergency yeah let go Broadway because the grown up on Khan okay Bronwyn point are you guys in the building somewhere on the sidewalk where bodies out I everybody out anybody have weapons do we know how to an unconscious got all day there was guys and girls getting okay let me get okay limits but the paramedics came undone don t hang up okay is hello I am I m gonna get paramedic then and I have more questions for you okay reading he just took a deep Oklahoma hi guys thirty when he was gonna be written into a fight with them broadly it undoubtedly sign there was a female that was unconscious they get several people were hitting her', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","where","36362","36367","where","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.436567","locatedAt","bodies","36368","36374","bodies","Person","calls started on Saturday January eighteenth twenty fourteen zero hours twenty two minutes fifty three seconds and I went on emergency yeah let go Broadway because the grown up on Khan okay Bronwyn point are you guys in the building somewhere on the sidewalk where bodies out I everybody out anybody have weapons do we know how to an unconscious got all day there was guys and girls getting okay let me get okay limits but the paramedics came undone don t hang up okay is hello I am I m gonna get paramedic then and I have more questions for you okay reading he just took a deep Oklahoma hi guys thirty when he was gonna be written into a fight with them broadly it undoubtedly sign there was a female that was unconscious they get several people were hitting her', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","sidewalk","36353","36361","sidewalk","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.332883","locatedAt","bodies","36368","36374","bodies","Person","calls started on Saturday January eighteenth twenty fourteen zero hours twenty two minutes fifty three seconds and I went on emergency yeah let go Broadway because the grown up on Khan okay Bronwyn point are you guys in the building somewhere on the sidewalk where bodies out I everybody out anybody have weapons do we know how to an unconscious got all day there was guys and girls getting okay let me get okay limits but the paramedics came undone don t hang up okay is hello I am I m gonna get paramedic then and I have more questions for you okay reading he just took a deep Oklahoma hi guys thirty when he was gonna be written into a fight with them broadly it undoubtedly sign there was a female that was unconscious they get several people were hitting her', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","where","36362","36367","where","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.687609","hasAttribute","guys","36694","36698","guys","Person","calls started on Saturday January eighteenth twenty fourteen zero hours twenty two minutes fifty three seconds and I went on emergency yeah let go Broadway because the grown up on Khan okay Bronwyn point are you guys in the building somewhere on the sidewalk where bodies out I everybody out anybody have weapons do we know how to an unconscious got all day there was guys and girls getting okay let me get okay limits but the paramedics came undone don t hang up okay is hello I am I m gonna get paramedic then and I have more questions for you okay reading he just took a deep Oklahoma hi guys thirty when he was gonna be written into a fight with them broadly it undoubtedly sign there was a female that was unconscious they get several people were hitting her', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","thirty","36699","36705","thirty","Age","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.672881","locatedAt","city","36897","36901","city","GeopoliticalEntity","are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what s going on instinct of what s going on the bedroom is on fire who s going to okay were on the way just calm down is anybody up stairs I don t know I can t turn down if you can t get down no okay anybody else in the house now you know but I don t know where they re at right now okay and I don t think they do you I think if he thought I said I think the seven company I had the room you re in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Seattle","36884","36891","Seattle","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.448577","locatedAt","house","36959","36964","house","Facility","are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what s going on instinct of what s going on the bedroom is on fire who s going to okay were on the way just calm down is anybody up stairs I don t know I can t turn down if you can t get down no okay anybody else in the house now you know but I don t know where they re at right now okay and I don t think they do you I think if he thought I said I think the seven company I had the room you re in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bedroom","37038","37045","bedroom","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.52898","locatedAt","you","37220","37223","you","Person","are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what s going on instinct of what s going on the bedroom is on fire who s going to okay were on the way just calm down is anybody up stairs I don t know I can t turn down if you can t get down no okay anybody else in the house now you know but I don t know where they re at right now okay and I don t think they do you I think if he thought I said I think the seven company I had the room you re in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","house","37210","37215","house","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.465727","locatedAt","you","4323","4326","you","Person","hazing that place HESITATION HESITATION are we I I have a very small unit ironed out on the trail and I just forget it somebody out you can be calling nine one one non have young girl here who was mauled by a bear images not pretty bad shape Tony paramedic okay a minute potentiated automatic particularly popped the medic alert not park in but yeah okay where are you guys broken out surplus leaflets actress would be to go to the hilltop in the area thing goes down what it called the gas line trail to where it needs Campbell creek it s very to achieve their closest to help out bill pot here yeah it is through the actual area cursor trail you can you can talk all on one second okay now that I ve got kind of where you are I need country through diplomatic okay anger","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","area","4305","4309","area","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.949702","agentOf","I","37330","37331","I","Person","are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what s going on instinct of what s going on the bedroom is on fire who s going to okay were on the way just calm down is anybody up stairs I don t know I can t turn down if you can t get down no okay anybody else in the house now you know but I don t know where they re at right now okay and I don t think they do you I think if he thought I said I think the seven company I had the room you re in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","said","37332","37336","said","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.468978","employedBy","I","37363","37364","I","Person","are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what s going on instinct of what s going on the bedroom is on fire who s going to okay were on the way just calm down is anybody up stairs I don t know I can t turn down if you can t get down no okay anybody else in the house now you know but I don t know where they re at right now okay and I don t think they do you I think if he thought I said I think the seven company I had the room you re in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","company","37355","37362","company","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.814009","affectedBy","house","37424","37429","house","Facility","are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what s going on instinct of what s going on the bedroom is on fire who s going to okay were on the way just calm down is anybody up stairs I don t know I can t turn down if you can t get down no okay anybody else in the house now you know but I don t know where they re at right now okay and I don t think they do you I think if he thought I said I think the seven company I had the room you re in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","fire","37397","37401","fire","NaturalDisaster","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.506262","near","deck","37513","37517","deck","Facility","are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what s going on instinct of what s going on the bedroom is on fire who s going to okay were on the way just calm down is anybody up stairs I don t know I can t turn down if you can t get down no okay anybody else in the house now you know but I don t know where they re at right now okay and I don t think they do you I think if he thought I said I think the seven company I had the room you re in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","deck","37533","37537","deck","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.973168","agentOf","you","37894","37897","you","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","calling","37898","37905","calling","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.871704","hasAttribute","he","37914","37916","he","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","heart attack","37923","37935","heart attack","HealthCondition","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.984508","agentOf","he","38041","38043","he","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","said","38044","38048","said","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.497848","agentOf","their","38173","38178","their","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","complained","38194","38204","complained","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.794494","agentOf","he","38191","38193","he","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","complained","38194","38204","complained","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.970903","affectedBy","officials","38218","38227","officials","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","complained","38194","38204","complained","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.548058","agentOf","you","4331","4334","you","Person","hazing that place HESITATION HESITATION are we I I have a very small unit ironed out on the trail and I just forget it somebody out you can be calling nine one one non have young girl here who was mauled by a bear images not pretty bad shape Tony paramedic okay a minute potentiated automatic particularly popped the medic alert not park in but yeah okay where are you guys broken out surplus leaflets actress would be to go to the hilltop in the area thing goes down what it called the gas line trail to where it needs Campbell creek it s very to achieve their closest to help out bill pot here yeah it is through the actual area cursor trail you can you can talk all on one second okay now that I ve got kind of where you are I need country through diplomatic okay anger","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","talk","4339","4343","talk","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.244124","colleague","Greenspan","38208","38217","Greenspan","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","officials","38218","38227","officials","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.921523","agentOf","owners","38401","38407","owners","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","talking","38408","38415","talking","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.494148","affectedBy","she","38419","38422","she","Person","partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn t come out with a competitive female are what is this person he s and he said he would not appreciate that talking fifty eight now you re doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma am he s drunk or anything hasn t really changed issue breathing buttons are she s not breathing historical collections around her mouth returned six lot owners talking so she s not breathing at all who s who","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","talking","38408","38415","talking","EventCommunication","","","","","","","","","","","","","","",""
